Genero,Edad,Ubicacion,Tipo_Escuela,Transporte_a_la_Escuela,Privada,Area_de_la_Carrera,Promedio_Inicial,Promedio_Medio,Promedio_Final,Horas_Estudio_Semanal,Otra_Carrera_Previa,Nivel_Ingresos_Rango,Trabaja,Apoyo_Economico,Foraneo_o_Local,Con_quien_vive,Estado_Civil,Discapacidad,Problemas_Socioeconomicos,Horas_Sueño,Nivel_Estres_Percibido,Recibio_Orientacion_Vocacional,Razon_Principal_Eleccion_Carrera,Problemas_Familiares,Problemas_Psicologicos,Habilidades,Nivel_de_Satisfaccion,Hobbies,Amigos_Cercanos,Satisfaccion_Carrera,Motivo_eleccion_carrera,Expectativas_cumplidas,Deserto,Motivo_de_Desercion,Año_de_Desercion
Masculino,20,Rural,Privada,19,No,Ciencias Naturales,96,72,65,21,Si,10k-20k,Si,Trabajo Propio,Local,Otros,Soltero,Ninguna,Si,6,6,No,Gusto Personal,Si,Si,Media,8,Deportes,4,7,Cercanía,Si,No,No Aplica,0
Masculino,20,Urbana,Privada,42,Si,Arte,90,91,69,25,No,>20k,Si,Otro,Local,Solo,Soltero,Visual,No,7,3,No,Amigos/Familia,No,No,Baja,6,Lectura,7,7,Influencia Familiar,Si,No,No Aplica,0
Femenino,18,Rural,Privada,22,No,Ciencias Sociales,92,80,92,8,Si,<5k,No,Otro,Foraneo,Solo,Soltero,Ninguna,Si,8,8,Si,Demanda Laboral,Si,Si,Baja,5,Viajar,6,8,Vocación,No,No,No Aplica,0
Masculino,20,Rural,Publica,27,No,Ciencias Sociales,65,78,75,22,Si,5k-10k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,No,7,5,Si,Prestigio,No,No,Alta,4,Arte,3,8,Renta Económica,No,No,No Aplica,0
Femenino,20,Rural,Publica,42,Si,Arte,97,78,55,14,No,>20k,No,Beca,Local,Otros,Soltero,Ninguna,Si,5,5,No,Demanda Laboral,Si,Si,Alta,8,Deportes,5,3,Renta Económica,Si,No,No Aplica,0
Femenino,22,Rural,Publica,28,No,Arte,93,68,58,18,No,<5k,Si,Padres,Foraneo,Otros,Divorciado,Ninguna,Si,9,3,No,Demanda Laboral,Si,No,Alta,10,Deportes,4,5,Renta Económica,Si,No,No Aplica,0
Masculino,21,Urbana,Publica,18,Si,Ciencias Sociales,76,67,65,22,Si,5k-10k,Si,Padres,Local,Solo,Casado,Ninguna,No,7,5,Si,Amigos/Familia,No,Si,Media,11,Lectura,8,10,Cercanía,No,No,No Aplica,0
Masculino,14,Urbana,Publica,31,No,Ciencias Sociales,79,76,67,20,Si,5k-10k,Si,Otro,Foraneo,Otros,Soltero,Ninguna,Si,5,4,No,Demanda Laboral,No,Si,Media,13,Arte,5,3,Cercanía,No,No,No Aplica,0
Femenino,23,Urbana,Publica,35,No,Ciencias Sociales,69,66,68,17,No,10k-20k,Si,Otro,Foraneo,Amigos,Soltero,Ninguna,Si,8,5,No,Gusto Personal,No,Si,Media,8,Viajar,3,5,Prestigio,No,No,No Aplica,0
Masculino,16,Rural,Privada,21,No,Arte,84,89,76,18,No,<5k,Si,Otro,Foraneo,Amigos,Soltero,Ninguna,Si,7,8,No,Amigos/Familia,No,No,Alta,5,Arte,5,3,Prestigio,No,No,No Aplica,0
Femenino,19,Urbana,Privada,31,No,Ciencias Sociales,83,93,72,5,Si,>20k,No,Trabajo Propio,Local,Solo,Soltero,Ninguna,No,6,6,No,Demanda Laboral,Si,Si,Baja,9,Viajar,8,7,Renta Económica,Si,No,No Aplica,0
Masculino,19,Rural,Privada,28,Si,Ciencias Naturales,74,86,60,19,No,<5k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,Si,8,3,No,Sueldo,Si,No,Baja,8,Arte,7,4,Cercanía,No,Si,Problemas Familiares,4
Femenino,24,Rural,Publica,39,Si,Arte,77,84,74,8,No,<5k,Si,Padres,Foraneo,Amigos,Soltero,Ninguna,No,5,4,Si,Gusto Personal,No,No,Alta,7,Lectura,5,5,Renta Económica,No,No,No Aplica,0
Masculino,22,Urbana,Publica,37,No,Arte,86,79,66,21,Si,<5k,Si,Otro,Foraneo,Amigos,Soltero,Cognitiva,Si,6,2,Si,Demanda Laboral,No,Si,Baja,3,Viajar,4,4,Influencia Familiar,No,No,No Aplica,0
Femenino,22,Rural,Privada,35,Si,Humanidades,87,86,66,20,No,<5k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,No,7,4,Si,Gusto Personal,Si,No,Alta,5,Tecnología,5,7,Cercanía,Si,No,No Aplica,0
Masculino,18,Urbana,Privada,39,No,Ingenieria,91,74,61,18,No,5k-10k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,No,7,7,No,Prestigio,No,No,Media,7,Deportes,2,6,Cercanía,Si,Si,Otros,4
Femenino,20,Rural,Publica,45,Si,Humanidades,50,82,51,16,No,>20k,Si,Padres,Local,Familia,Soltero,Auditiva,Si,6,2,No,Prestigio,Si,Si,Baja,6,Viajar,5,5,Cercanía,Si,No,No Aplica,0
Masculino,19,Urbana,Privada,35,Si,Humanidades,83,68,75,11,No,<5k,Si,Beca,Foraneo,Amigos,Divorciado,Ninguna,No,5,5,No,Prestigio,Si,Si,Baja,3,Arte,6,6,Cercanía,No,No,No Aplica,0
Masculino,23,Rural,Privada,44,No,Ciencias Naturales,85,67,71,18,No,>20k,No,Padres,Local,Amigos,Divorciado,Ninguna,Si,4,4,No,Demanda Laboral,Si,No,Media,11,Lectura,4,6,Renta Económica,No,No,No Aplica,0
Femenino,20,Rural,Publica,31,No,Ciencias Sociales,82,73,65,18,No,10k-20k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,No,6,6,No,Demanda Laboral,No,Si,Media,9,Lectura,6,7,Vocación,No,No,No Aplica,0
Femenino,19,Urbana,Publica,15,No,Ciencias Naturales,84,74,76,10,Si,5k-10k,Si,Otro,Local,Amigos,Soltero,Ninguna,No,6,6,No,Amigos/Familia,Si,No,Baja,6,Arte,5,7,Prestigio,No,No,No Aplica,0
Masculino,23,Urbana,Privada,30,No,Ciencias Sociales,85,64,65,7,Si,>20k,Si,Padres,Local,Familia,Soltero,Ninguna,No,5,4,Si,Prestigio,No,Si,Baja,9,Viajar,5,7,Influencia Familiar,Si,No,No Aplica,0
Femenino,21,Urbana,Publica,44,Si,Ingenieria,111,74,77,16,No,>20k,No,Padres,Foraneo,Solo,Casado,Auditiva,Si,4,1,No,Prestigio,No,No,Media,12,Lectura,6,8,Renta Económica,Si,No,No Aplica,0
Femenino,18,Rural,Privada,28,No,Arte,81,80,66,24,Si,5k-10k,No,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,No,6,6,Si,Demanda Laboral,Si,Si,Alta,4,Arte,4,8,Cercanía,No,No,No Aplica,0
Masculino,19,Rural,Privada,34,Si,Humanidades,69,86,55,10,No,5k-10k,Si,Otro,Local,Familia,Casado,Ninguna,No,5,4,No,Sueldo,No,No,Baja,8,Deportes,1,10,Prestigio,No,Si,Problemas Académicos,8
Masculino,16,Rural,Privada,30,Si,Ciencias Naturales,81,90,71,16,Si,<5k,Si,Beca,Foraneo,Solo,Casado,Ninguna,No,6,6,Si,Amigos/Familia,No,Si,Alta,9,Tecnología,3,7,Vocación,Si,No,No Aplica,0
Masculino,22,Rural,Privada,39,Si,Ciencias Sociales,88,63,83,10,Si,5k-10k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,Si,6,5,Si,Sueldo,Si,Si,Media,5,Arte,4,8,Cercanía,No,No,No Aplica,0
Femenino,19,Rural,Privada,42,No,Humanidades,69,75,66,16,No,<5k,Si,Otro,Foraneo,Otros,Casado,Ninguna,No,7,7,No,Gusto Personal,No,No,Media,7,Lectura,4,9,Prestigio,Si,No,No Aplica,0
Masculino,21,Rural,Privada,39,No,Ciencias Sociales,75,86,50,17,No,5k-10k,Si,Otro,Foraneo,Otros,Soltero,Ninguna,Si,6,1,No,Amigos/Familia,Si,Si,Alta,8,Tecnología,6,8,Prestigio,No,No,No Aplica,0
Femenino,19,Rural,Privada,34,No,Ciencias Sociales,69,81,57,14,Si,<5k,No,Otro,Foraneo,Amigos,Soltero,Cognitiva,Si,6,7,Si,Amigos/Familia,Si,Si,Baja,5,Deportes,5,8,Cercanía,Si,No,No Aplica,0
Masculino,20,Urbana,Privada,37,Si,Ciencias Sociales,67,81,80,16,Si,5k-10k,No,Otro,Foraneo,Otros,Soltero,Ninguna,No,5,5,No,Prestigio,No,Si,Media,8,Lectura,8,4,Vocación,Si,No,No Aplica,0
Masculino,20,Urbana,Publica,18,Si,Ciencias Sociales,84,77,72,21,No,<5k,Si,Beca,Foraneo,Familia,Soltero,Ninguna,Si,6,7,Si,Gusto Personal,Si,Si,Alta,6,Tecnología,3,7,Cercanía,Si,No,No Aplica,0
Masculino,22,Urbana,Privada,25,Si,Ciencias Naturales,82,89,53,10,Si,<5k,Si,Padres,Local,Otros,Soltero,Ninguna,No,6,7,No,Gusto Personal,Si,Si,Baja,6,Deportes,5,10,Influencia Familiar,Si,Si,Problemas Económicos,7
Femenino,23,Rural,Publica,37,Si,Humanidades,81,75,52,4,No,<5k,Si,Beca,Local,Amigos,Soltero,Ninguna,No,7,0,No,Gusto Personal,No,No,Baja,6,Viajar,5,7,Cercanía,No,No,No Aplica,0
Femenino,16,Urbana,Privada,36,No,Ciencias Naturales,69,90,64,20,No,5k-10k,Si,Beca,Local,Familia,Soltero,Ninguna,Si,7,2,No,Gusto Personal,No,No,Alta,10,Deportes,4,3,Vocación,Si,No,No Aplica,0
Masculino,19,Rural,Publica,23,Si,Ciencias Naturales,68,84,71,16,No,10k-20k,No,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,Si,5,5,No,Amigos/Familia,Si,No,Media,8,Viajar,7,4,Cercanía,No,No,No Aplica,0
Masculino,18,Rural,Privada,23,Si,Ciencias Naturales,82,69,88,21,No,<5k,Si,Beca,Foraneo,Solo,Soltero,Ninguna,No,6,8,Si,Amigos/Familia,No,Si,Baja,14,Arte,5,7,Influencia Familiar,Si,No,No Aplica,0
Masculino,16,Rural,Privada,36,Si,Humanidades,87,78,77,12,No,<5k,Si,Padres,Local,Otros,Soltero,Ninguna,No,6,3,No,Demanda Laboral,Si,Si,Media,5,Deportes,3,5,Cercanía,Si,No,No Aplica,0
Femenino,20,Rural,Privada,39,Si,Ciencias Sociales,83,93,74,29,No,>20k,Si,Beca,Foraneo,Solo,Soltero,Ninguna,Si,6,5,Si,Sueldo,Si,No,Baja,8,Arte,5,7,Influencia Familiar,No,No,No Aplica,0
Femenino,19,Urbana,Publica,32,Si,Ciencias Sociales,82,82,83,9,No,<5k,Si,Beca,Foraneo,Otros,Soltero,Ninguna,No,5,2,Si,Gusto Personal,No,Si,Baja,4,Viajar,6,6,Influencia Familiar,Si,Si,Otros,8
Masculino,18,Urbana,Privada,44,No,Humanidades,95,67,76,16,Si,10k-20k,Si,Padres,Local,Otros,Divorciado,Ninguna,Si,6,4,Si,Prestigio,No,No,Alta,4,Viajar,6,4,Vocación,Si,Si,Cambio de Carrera,3
Femenino,20,Urbana,Publica,20,No,Humanidades,71,106,64,14,No,<5k,No,Trabajo Propio,Local,Familia,Soltero,Ninguna,Si,8,6,Si,Sueldo,Si,Si,Alta,11,Deportes,5,11,Prestigio,No,No,No Aplica,0
Masculino,20,Urbana,Publica,22,Si,Arte,89,75,82,8,No,10k-20k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,Si,6,9,No,Sueldo,No,No,Baja,8,Viajar,6,6,Prestigio,Si,Si,Problemas Económicos,7
Masculino,18,Rural,Privada,34,No,Ciencias Sociales,89,76,57,6,No,5k-10k,No,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,No,5,5,Si,Amigos/Familia,No,No,Alta,6,Lectura,6,10,Cercanía,No,No,No Aplica,0
Masculino,21,Rural,Publica,16,Si,Humanidades,82,82,70,13,No,<5k,No,Beca,Local,Solo,Soltero,Visual,Si,7,3,Si,Amigos/Familia,Si,No,Media,10,Deportes,6,8,Vocación,No,No,No Aplica,0
Masculino,21,Urbana,Publica,19,Si,Arte,71,68,58,15,No,5k-10k,No,Otro,Local,Familia,Soltero,Ninguna,Si,5,5,No,Demanda Laboral,No,No,Alta,6,Deportes,4,6,Influencia Familiar,Si,No,No Aplica,0
Masculino,23,Rural,Privada,34,Si,Humanidades,78,77,78,12,Si,>20k,Si,Trabajo Propio,Local,Solo,Soltero,Ninguna,No,5,4,No,Sueldo,No,Si,Media,6,Deportes,4,9,Vocación,No,No,No Aplica,0
Femenino,18,Urbana,Publica,41,No,Ingenieria,85,75,79,21,Si,<5k,Si,Beca,Local,Amigos,Soltero,Ninguna,Si,6,7,Si,Gusto Personal,No,No,Baja,10,Tecnología,5,2,Vocación,Si,No,No Aplica,0
Masculino,21,Rural,Privada,31,No,Ingenieria,82,64,79,8,No,<5k,No,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,Si,6,8,Si,Prestigio,No,Si,Alta,8,Lectura,2,8,Vocación,Si,No,No Aplica,0
Femenino,20,Urbana,Publica,26,No,Ciencias Naturales,88,72,67,14,No,10k-20k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,No,5,5,No,Demanda Laboral,Si,No,Media,7,Lectura,8,8,Cercanía,Si,No,No Aplica,0
Masculino,18,Rural,Publica,39,Si,Humanidades,91,61,67,19,No,<5k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,No,4,6,Si,Demanda Laboral,No,No,Media,8,Arte,6,8,Renta Económica,Si,No,No Aplica,0
Masculino,21,Rural,Publica,34,Si,Humanidades,89,75,63,15,No,5k-10k,Si,Otro,Local,Otros,Soltero,Ninguna,No,7,6,No,Prestigio,No,Si,Baja,7,Tecnología,4,9,Renta Económica,No,No,No Aplica,0
Femenino,18,Urbana,Privada,36,No,Arte,98,55,69,11,No,<5k,Si,Otro,Foraneo,Solo,Soltero,Ninguna,Si,7,9,No,Sueldo,Si,Si,Alta,9,Tecnología,5,6,Vocación,No,Si,Problemas Familiares,8
Masculino,21,Rural,Publica,24,Si,Ciencias Naturales,81,81,63,5,Si,>20k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,No,7,4,Si,Sueldo,Si,No,Alta,10,Viajar,5,11,Cercanía,No,No,No Aplica,0
Femenino,17,Urbana,Privada,19,Si,Arte,74,67,76,1,Si,<5k,No,Padres,Foraneo,Amigos,Soltero,Ninguna,No,5,8,No,Gusto Personal,Si,No,Alta,9,Viajar,7,9,Prestigio,No,No,No Aplica,0
Masculino,21,Urbana,Privada,33,Si,Humanidades,77,89,70,17,Si,<5k,Si,Padres,Local,Solo,Soltero,Motriz,Si,3,3,Si,Amigos/Familia,No,No,Alta,6,Deportes,4,5,Prestigio,No,No,No Aplica,0
Masculino,21,Urbana,Publica,31,No,Ingenieria,62,79,61,17,Si,5k-10k,Si,Otro,Foraneo,Otros,Soltero,Visual,Si,4,3,No,Amigos/Familia,No,No,Baja,5,Lectura,8,9,Cercanía,No,No,No Aplica,0
Masculino,22,Urbana,Publica,30,Si,Ciencias Naturales,81,66,98,10,Si,<5k,No,Beca,Local,Solo,Soltero,Ninguna,No,4,6,No,Sueldo,Si,Si,Media,10,Lectura,7,8,Cercanía,No,Si,Problemas Familiares,6
Femenino,20,Urbana,Privada,29,No,Humanidades,67,86,74,17,Si,<5k,No,Otro,Local,Amigos,Soltero,Ninguna,Si,8,7,Si,Prestigio,No,No,Baja,7,Lectura,3,8,Cercanía,No,No,No Aplica,0
Femenino,21,Urbana,Privada,23,No,Ciencias Naturales,87,68,55,24,No,10k-20k,No,Otro,Local,Otros,Casado,Ninguna,No,4,6,No,Gusto Personal,No,Si,Alta,8,Viajar,4,7,Prestigio,No,No,No Aplica,0
Masculino,17,Rural,Privada,38,Si,Arte,67,70,75,14,Si,5k-10k,No,Trabajo Propio,Foraneo,Familia,Soltero,Visual,No,7,5,Si,Gusto Personal,Si,No,Alta,7,Viajar,4,8,Cercanía,Si,No,No Aplica,0
Femenino,22,Urbana,Privada,34,No,Humanidades,76,80,77,16,Si,5k-10k,Si,Padres,Local,Familia,Soltero,Ninguna,Si,5,5,No,Gusto Personal,No,Si,Alta,6,Lectura,6,9,Prestigio,Si,No,No Aplica,0
Masculino,22,Rural,Publica,12,Si,Ciencias Sociales,51,82,58,10,No,<5k,Si,Trabajo Propio,Foraneo,Familia,Casado,Motriz,Si,7,9,No,Prestigio,No,Si,Baja,4,Lectura,7,4,Prestigio,No,No,No Aplica,0
Masculino,21,Urbana,Publica,34,Si,Ciencias Sociales,102,87,72,18,No,<5k,No,Trabajo Propio,Local,Solo,Soltero,Ninguna,No,4,4,Si,Prestigio,Si,No,Alta,4,Tecnología,2,7,Prestigio,No,No,No Aplica,0
Femenino,19,Rural,Publica,20,No,Ciencias Sociales,71,74,53,10,No,5k-10k,Si,Padres,Foraneo,Otros,Soltero,Ninguna,No,7,3,No,Sueldo,Si,No,Baja,7,Arte,4,8,Prestigio,Si,Si,Cambio de Carrera,3
Masculino,20,Urbana,Publica,41,Si,Ciencias Sociales,71,64,75,18,Si,<5k,Si,Beca,Foraneo,Solo,Casado,Ninguna,No,7,7,No,Amigos/Familia,Si,No,Media,9,Viajar,6,7,Influencia Familiar,No,No,No Aplica,0
Masculino,22,Rural,Publica,36,No,Humanidades,91,85,55,17,No,>20k,Si,Beca,Local,Otros,Soltero,Ninguna,No,7,8,Si,Gusto Personal,No,Si,Baja,8,Tecnología,3,5,Renta Económica,No,No,No Aplica,0
Masculino,19,Rural,Privada,56,No,Ciencias Naturales,108,66,75,23,No,5k-10k,Si,Padres,Foraneo,Solo,Soltero,Motriz,No,7,7,No,Demanda Laboral,No,No,Alta,11,Tecnología,8,9,Prestigio,Si,No,No Aplica,0
Masculino,19,Urbana,Publica,33,Si,Ciencias Sociales,91,76,71,16,Si,5k-10k,No,Beca,Local,Solo,Soltero,Ninguna,Si,6,9,Si,Prestigio,Si,No,Media,7,Arte,2,8,Prestigio,Si,Si,Problemas Académicos,3
Masculino,18,Rural,Publica,19,Si,Ciencias Naturales,90,73,79,19,Si,5k-10k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,No,5,5,Si,Sueldo,No,No,Media,3,Deportes,9,8,Vocación,No,No,No Aplica,0
Femenino,23,Rural,Privada,34,No,Ingenieria,80,78,66,25,No,5k-10k,No,Otro,Foraneo,Solo,Divorciado,Ninguna,Si,6,5,No,Prestigio,No,Si,Alta,5,Tecnología,7,9,Cercanía,No,No,No Aplica,0
Masculino,16,Urbana,Publica,36,Si,Humanidades,69,60,51,15,Si,5k-10k,No,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,No,6,4,Si,Sueldo,No,Si,Media,6,Viajar,2,8,Cercanía,Si,No,No Aplica,0
Femenino,23,Urbana,Privada,17,No,Ingenieria,69,86,65,22,Si,5k-10k,No,Otro,Foraneo,Otros,Soltero,Ninguna,No,5,0,Si,Amigos/Familia,Si,No,Baja,9,Deportes,4,9,Prestigio,Si,Si,Problemas Familiares,8
Masculino,20,Rural,Publica,36,No,Ingenieria,80,82,57,19,Si,>20k,Si,Beca,Local,Amigos,Casado,Ninguna,Si,6,4,No,Amigos/Familia,No,Si,Baja,4,Arte,5,11,Vocación,Si,No,No Aplica,0
Masculino,19,Urbana,Publica,52,No,Ingenieria,85,69,73,8,No,<5k,Si,Beca,Local,Familia,Soltero,Ninguna,Si,4,7,Si,Amigos/Familia,Si,Si,Baja,5,Arte,7,8,Influencia Familiar,No,No,No Aplica,0
Masculino,21,Rural,Privada,17,No,Ciencias Naturales,61,74,59,10,Si,<5k,Si,Trabajo Propio,Local,Familia,Soltero,Ninguna,No,7,3,Si,Gusto Personal,Si,Si,Baja,6,Deportes,7,9,Influencia Familiar,Si,No,No Aplica,0
Femenino,20,Urbana,Publica,26,Si,Ingenieria,88,67,55,9,Si,5k-10k,No,Padres,Foraneo,Otros,Soltero,Ninguna,No,5,7,No,Amigos/Familia,Si,No,Media,5,Lectura,3,10,Prestigio,No,Si,Problemas Académicos,4
Masculino,18,Urbana,Privada,32,Si,Ciencias Naturales,86,60,69,18,No,5k-10k,Si,Beca,Foraneo,Amigos,Soltero,Ninguna,No,8,2,Si,Amigos/Familia,Si,Si,Alta,9,Arte,5,5,Renta Económica,No,No,No Aplica,0
Femenino,20,Rural,Publica,29,No,Arte,76,65,71,26,No,5k-10k,No,Otro,Local,Otros,Soltero,Ninguna,Si,5,6,No,Demanda Laboral,Si,No,Alta,8,Deportes,2,8,Cercanía,No,Si,Problemas Económicos,8
Masculino,21,Rural,Publica,35,No,Ciencias Sociales,84,67,54,6,Si,>20k,Si,Padres,Local,Solo,Soltero,Ninguna,Si,6,4,Si,Amigos/Familia,No,Si,Media,9,Arte,8,8,Vocación,Si,No,No Aplica,0
Femenino,20,Rural,Publica,22,No,Ciencias Naturales,91,80,86,18,Si,>20k,No,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,Si,8,5,Si,Sueldo,No,No,Baja,6,Lectura,4,8,Renta Económica,Si,No,No Aplica,0
Femenino,20,Rural,Privada,25,No,Humanidades,73,61,58,8,No,5k-10k,Si,Beca,Foraneo,Otros,Soltero,Ninguna,Si,8,3,Si,Prestigio,Si,Si,Baja,10,Tecnología,5,9,Prestigio,No,No,No Aplica,0
Masculino,19,Urbana,Privada,33,Si,Ingenieria,70,59,56,14,No,5k-10k,No,Padres,Local,Amigos,Soltero,Ninguna,Si,7,1,Si,Demanda Laboral,No,No,Baja,7,Lectura,4,6,Influencia Familiar,Si,No,No Aplica,0
Masculino,20,Urbana,Publica,24,Si,Arte,86,65,91,10,No,5k-10k,No,Padres,Foraneo,Solo,Soltero,Ninguna,No,8,3,Si,Sueldo,No,Si,Media,7,Viajar,5,5,Prestigio,No,No,No Aplica,0
Masculino,20,Rural,Privada,34,No,Ciencias Sociales,70,60,45,12,No,5k-10k,No,Trabajo Propio,Foraneo,Amigos,Soltero,Auditiva,No,6,7,Si,Amigos/Familia,No,Si,Media,6,Tecnología,6,7,Cercanía,No,Si,Cambio de Carrera,3
Femenino,19,Rural,Privada,37,Si,Ciencias Sociales,73,88,75,22,No,<5k,Si,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,Si,8,5,No,Sueldo,Si,No,Alta,10,Deportes,3,8,Renta Económica,Si,Si,Problemas Académicos,1
Masculino,20,Rural,Publica,5,No,Ciencias Naturales,77,60,81,9,Si,10k-20k,No,Beca,Local,Familia,Soltero,Ninguna,No,5,6,No,Prestigio,No,Si,Media,5,Lectura,3,6,Prestigio,No,No,No Aplica,0
Masculino,22,Urbana,Privada,36,Si,Ciencias Sociales,98,72,72,16,Si,5k-10k,Si,Trabajo Propio,Foraneo,Familia,Casado,Ninguna,Si,6,3,No,Prestigio,No,No,Baja,10,Arte,5,4,Vocación,No,Si,Problemas Familiares,3
Femenino,21,Rural,Publica,26,Si,Humanidades,73,78,93,18,No,<5k,Si,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,No,5,8,No,Gusto Personal,Si,No,Alta,3,Arte,5,6,Influencia Familiar,Si,No,No Aplica,0
Femenino,16,Urbana,Privada,19,No,Arte,73,73,73,22,Si,<5k,Si,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,Si,6,5,No,Gusto Personal,Si,No,Alta,5,Lectura,3,8,Vocación,Si,No,No Aplica,0
Masculino,23,Urbana,Publica,36,No,Ciencias Sociales,81,59,54,12,No,<5k,No,Otro,Local,Otros,Casado,Ninguna,Si,5,3,Si,Gusto Personal,No,No,Alta,6,Viajar,5,9,Prestigio,Si,No,No Aplica,0
Masculino,20,Urbana,Privada,37,No,Ciencias Naturales,92,81,79,14,Si,>20k,Si,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,Si,7,6,Si,Prestigio,Si,No,Media,7,Lectura,5,4,Cercanía,Si,No,No Aplica,0
Masculino,21,Rural,Privada,28,No,Ciencias Naturales,81,85,70,9,No,5k-10k,No,Beca,Foraneo,Amigos,Soltero,Ninguna,Si,7,4,Si,Demanda Laboral,Si,No,Media,7,Arte,1,7,Prestigio,No,No,No Aplica,0
Femenino,22,Urbana,Privada,43,Si,Ciencias Naturales,72,79,64,19,Si,10k-20k,Si,Beca,Foraneo,Amigos,Soltero,Ninguna,No,5,3,No,Sueldo,No,No,Alta,7,Tecnología,2,8,Influencia Familiar,Si,No,No Aplica,0
Femenino,21,Urbana,Publica,22,Si,Arte,75,67,74,14,Si,<5k,Si,Beca,Foraneo,Amigos,Divorciado,Ninguna,Si,5,4,No,Sueldo,Si,No,Alta,7,Lectura,5,9,Vocación,Si,No,No Aplica,0
Femenino,19,Rural,Privada,28,Si,Ciencias Naturales,95,66,47,9,Si,5k-10k,No,Padres,Local,Solo,Soltero,Ninguna,Si,4,1,No,Gusto Personal,Si,Si,Alta,7,Arte,6,7,Cercanía,Si,No,No Aplica,0
Femenino,19,Rural,Publica,25,No,Arte,76,72,77,12,Si,5k-10k,Si,Beca,Foraneo,Otros,Soltero,Ninguna,No,7,6,No,Sueldo,No,No,Media,3,Viajar,7,8,Prestigio,No,Si,Problemas Académicos,2
Masculino,16,Urbana,Publica,17,Si,Humanidades,84,90,76,14,Si,10k-20k,Si,Padres,Local,Familia,Soltero,Ninguna,Si,7,6,Si,Sueldo,Si,Si,Media,8,Tecnología,5,8,Vocación,No,No,No Aplica,0
Femenino,23,Rural,Privada,36,No,Ciencias Sociales,71,76,80,14,No,5k-10k,No,Padres,Local,Otros,Soltero,Ninguna,Si,7,4,Si,Amigos/Familia,Si,No,Alta,9,Lectura,6,7,Vocación,Si,No,No Aplica,0
Femenino,21,Urbana,Publica,32,No,Ciencias Naturales,71,73,61,19,Si,5k-10k,No,Padres,Foraneo,Otros,Soltero,Ninguna,Si,8,0,Si,Prestigio,No,Si,Media,10,Viajar,1,4,Prestigio,No,No,No Aplica,0
Femenino,19,Urbana,Privada,37,No,Humanidades,85,65,71,14,Si,<5k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,Si,7,7,No,Prestigio,Si,No,Alta,9,Tecnología,6,5,Renta Económica,No,No,No Aplica,0
Masculino,18,Rural,Publica,37,Si,Ingenieria,71,65,89,16,Si,5k-10k,No,Beca,Foraneo,Amigos,Soltero,Ninguna,Si,8,3,No,Demanda Laboral,Si,Si,Baja,5,Deportes,4,10,Prestigio,Si,No,No Aplica,0
Masculino,20,Rural,Privada,26,Si,Humanidades,85,62,67,17,Si,10k-20k,Si,Otro,Foraneo,Familia,Soltero,Ninguna,No,6,4,No,Demanda Laboral,No,No,Baja,5,Deportes,10,7,Influencia Familiar,No,No,No Aplica,0
Masculino,19,Rural,Publica,30,No,Humanidades,79,80,68,24,Si,10k-20k,Si,Beca,Foraneo,Solo,Casado,Ninguna,No,9,4,No,Sueldo,No,No,Baja,7,Viajar,9,8,Prestigio,No,No,No Aplica,0
Femenino,21,Urbana,Privada,32,No,Humanidades,71,60,93,16,No,<5k,Si,Trabajo Propio,Foraneo,Familia,Casado,Visual,Si,6,6,No,Gusto Personal,No,Si,Alta,7,Viajar,9,6,Renta Económica,No,No,No Aplica,0
Femenino,17,Rural,Privada,34,Si,Ingenieria,73,68,63,11,Si,<5k,No,Beca,Local,Solo,Soltero,Ninguna,Si,5,4,Si,Gusto Personal,Si,No,Media,4,Viajar,7,8,Prestigio,No,No,No Aplica,0
Masculino,22,Rural,Publica,43,Si,Arte,82,75,58,20,Si,5k-10k,Si,Otro,Local,Otros,Soltero,Ninguna,No,4,5,Si,Prestigio,Si,Si,Alta,4,Deportes,3,6,Prestigio,No,No,No Aplica,0
