,genero,edad,ubicacion,tipo_escuela,transporte_a_la_escuela,area_de_la_carrera,promedio_inicial,promedio_medio,promedio_final,horas_estudio_semanal,otra_carrera_previa,nivel_ingresos_rango,trabaja,apoyo_economico,foraneo_o_local,con_quien_vive,estado_civil,discapacidad,problemas_socioeconomicos,horas_sueño,nivel_estres_percibido,recibio_orientacion_vocacional,razon_principal_eleccion_carrera,problemas_familiares,problemas_psicologicos,nivel_de_satisfaccion,hobbies,amigos_cercanos,motivo_eleccion_carrera,expectativas_cumplidas,deserto
442,Femenino,0.2222222222222222,Rural,Privada,0.5,Ciencias Naturales,0.8214285714285714,0.7547169811320755,0.55,0.6451612903225806,No,<5k,Si,Otro,Local,Otros,Casado,Ninguna,No,0.1,0.6,Si,Sueldo,No,Si,0.6,Deportes,0.7272727272727273,Prestigio,Si,Si
443,Femenino,0.0,Urbana,Publica,0.42592592592592593,Ingenieria,0.6964285714285714,0.6981132075471698,0.5,0.25806451612903225,Si,5k-10k,No,Padres,Local,Familia,Casado,Ninguna,No,0.3,0.8,Si,Amigos/Familia,No,Si,0.8,Lectura,0.6363636363636364,Vocación,Si,No
444,Masculino,0.2222222222222222,Rural,Privada,0.2777777777777778,Ciencias Naturales,0.9285714285714286,0.4716981132075472,0.4166666666666667,0.6774193548387096,Si,10k-20k,Si,Trabajo Propio,Local,Otros,Soltero,Ninguna,Si,0.4,0.8,No,Gusto Personal,Si,Si,0.8,Deportes,0.36363636363636365,Cercanía,Si,No
445,Masculino,0.2222222222222222,Urbana,Privada,0.7037037037037037,Arte,0.8214285714285714,0.8301886792452831,0.48333333333333334,0.8064516129032258,No,>20k,Si,Otro,Local,Solo,Soltero,Visual,No,0.5,0.6,No,Amigos/Familia,No,No,0.6,Lectura,0.6363636363636364,Influencia Familiar,Si,No
446,Femenino,0.0,Rural,Privada,0.3333333333333333,Ciencias Sociales,0.8571428571428571,0.6226415094339622,0.8666666666666667,0.25806451612903225,Si,<5k,No,Otro,Foraneo,Solo,Soltero,Ninguna,Si,0.6,0.4,Si,Demanda Laboral,Si,Si,0.4,Viajar,0.5454545454545454,Vocación,No,No
447,Masculino,0.2222222222222222,Rural,Publica,0.42592592592592593,Ciencias Sociales,0.375,0.5849056603773585,0.5833333333333334,0.7096774193548387,Si,5k-10k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,No,0.5,0.4,Si,Prestigio,No,No,0.4,Arte,0.2727272727272727,Renta Económica,No,No
448,Femenino,0.2222222222222222,Rural,Publica,0.7037037037037037,Arte,0.9464285714285714,0.5849056603773585,0.25,0.45161290322580644,No,>20k,No,Beca,Local,Otros,Soltero,Ninguna,Si,0.3,0.8,No,Demanda Laboral,Si,Si,0.8,Deportes,0.45454545454545453,Renta Económica,Si,No
449,Femenino,0.4444444444444444,Rural,Publica,0.4444444444444444,Arte,0.875,0.39622641509433965,0.3,0.5806451612903226,No,<5k,Si,Padres,Foraneo,Otros,Divorciado,Ninguna,Si,0.7,1.0,No,Demanda Laboral,Si,No,1.0,Deportes,0.36363636363636365,Renta Económica,Si,No
450,Masculino,0.3333333333333333,Urbana,Publica,0.25925925925925924,Ciencias Sociales,0.5714285714285714,0.37735849056603776,0.4166666666666667,0.7096774193548387,Si,5k-10k,Si,Padres,Local,Solo,Casado,Ninguna,No,0.5,1.0,Si,Amigos/Familia,No,Si,1.0,Lectura,0.7272727272727273,Cercanía,No,No
451,Femenino,0.5555555555555556,Urbana,Publica,0.5740740740740741,Ciencias Sociales,0.44642857142857145,0.3584905660377358,0.4666666666666667,0.5483870967741935,No,10k-20k,Si,Otro,Foraneo,Amigos,Soltero,Ninguna,Si,0.6,0.8,No,Gusto Personal,No,Si,0.8,Viajar,0.2727272727272727,Prestigio,No,No
452,Femenino,0.1111111111111111,Urbana,Privada,0.5,Ciencias Sociales,0.6964285714285714,0.8679245283018868,0.5333333333333333,0.16129032258064516,Si,>20k,No,Trabajo Propio,Local,Solo,Soltero,Ninguna,No,0.4,0.8,No,Demanda Laboral,Si,Si,0.8,Viajar,0.7272727272727273,Renta Económica,Si,No
453,Masculino,0.1111111111111111,Rural,Privada,0.4444444444444444,Ciencias Naturales,0.5357142857142857,0.7358490566037735,0.3333333333333333,0.6129032258064516,No,<5k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,Si,0.6,0.8,No,Sueldo,Si,No,0.8,Arte,0.6363636363636364,Cercanía,No,Si
454,Femenino,0.6666666666666666,Rural,Publica,0.6481481481481481,Arte,0.5892857142857143,0.6981132075471698,0.5666666666666667,0.25806451612903225,No,<5k,Si,Padres,Foraneo,Amigos,Soltero,Ninguna,No,0.3,0.6,Si,Gusto Personal,No,No,0.6,Lectura,0.45454545454545453,Renta Económica,No,No
455,Masculino,0.4444444444444444,Urbana,Publica,0.6111111111111112,Arte,0.75,0.6037735849056604,0.43333333333333335,0.6774193548387096,Si,<5k,Si,Otro,Foraneo,Amigos,Soltero,Cognitiva,Si,0.4,0.2,Si,Demanda Laboral,No,Si,0.2,Viajar,0.36363636363636365,Influencia Familiar,No,No
456,Femenino,0.4444444444444444,Rural,Privada,0.5740740740740741,Humanidades,0.7678571428571429,0.7358490566037735,0.43333333333333335,0.6451612903225806,No,<5k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,No,0.5,0.4,Si,Gusto Personal,Si,No,0.4,Tecnología,0.45454545454545453,Cercanía,Si,No
457,Masculino,0.0,Urbana,Privada,0.6481481481481481,Ingenieria,0.8392857142857143,0.5094339622641509,0.35,0.5806451612903226,No,5k-10k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,No,0.5,0.6,No,Prestigio,No,No,0.6,Deportes,0.18181818181818182,Cercanía,Si,Si
458,Femenino,0.2222222222222222,Rural,Publica,0.7592592592592593,Humanidades,0.10714285714285714,0.660377358490566,0.18333333333333332,0.5161290322580645,No,>20k,Si,Padres,Local,Familia,Soltero,Auditiva,Si,0.4,0.6,No,Prestigio,Si,Si,0.6,Viajar,0.45454545454545453,Cercanía,Si,No
459,Masculino,0.1111111111111111,Urbana,Privada,0.5740740740740741,Humanidades,0.6964285714285714,0.39622641509433965,0.5833333333333334,0.3548387096774194,No,<5k,Si,Beca,Foraneo,Amigos,Divorciado,Ninguna,No,0.3,0.2,No,Prestigio,Si,Si,0.2,Arte,0.5454545454545454,Cercanía,No,No
460,Masculino,0.5555555555555556,Rural,Privada,0.7407407407407407,Ciencias Naturales,0.7321428571428571,0.37735849056603776,0.5166666666666667,0.5806451612903226,No,>20k,No,Padres,Local,Amigos,Divorciado,Ninguna,Si,0.2,1.0,No,Demanda Laboral,Si,No,1.0,Lectura,0.36363636363636365,Renta Económica,No,No
461,Femenino,0.2222222222222222,Rural,Publica,0.5,Ciencias Sociales,0.6785714285714286,0.49056603773584906,0.4166666666666667,0.5806451612903226,No,10k-20k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,No,0.4,0.8,No,Demanda Laboral,No,Si,0.8,Lectura,0.5454545454545454,Vocación,No,No
462,Femenino,0.1111111111111111,Urbana,Publica,0.2037037037037037,Ciencias Naturales,0.7142857142857143,0.5094339622641509,0.6,0.3225806451612903,Si,5k-10k,Si,Otro,Local,Amigos,Soltero,Ninguna,No,0.4,0.6,No,Amigos/Familia,Si,No,0.6,Arte,0.45454545454545453,Prestigio,No,No
463,Masculino,0.5555555555555556,Urbana,Privada,0.48148148148148145,Ciencias Sociales,0.7321428571428571,0.32075471698113206,0.4166666666666667,0.22580645161290322,Si,>20k,Si,Padres,Local,Familia,Soltero,Ninguna,No,0.3,0.8,Si,Prestigio,No,Si,0.8,Viajar,0.45454545454545453,Influencia Familiar,Si,No
464,Femenino,0.3333333333333333,Urbana,Publica,0.7407407407407407,Ingenieria,1.0,0.5094339622641509,0.6166666666666667,0.5161290322580645,No,>20k,No,Padres,Foraneo,Solo,Casado,Auditiva,Si,0.2,1.0,No,Prestigio,No,No,1.0,Lectura,0.5454545454545454,Renta Económica,Si,No
465,Femenino,0.0,Rural,Privada,0.4444444444444444,Arte,0.6607142857142857,0.6226415094339622,0.43333333333333335,0.7741935483870968,Si,5k-10k,No,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,No,0.4,0.4,Si,Demanda Laboral,Si,Si,0.4,Arte,0.36363636363636365,Cercanía,No,No
466,Masculino,0.1111111111111111,Rural,Privada,0.5555555555555556,Humanidades,0.44642857142857145,0.7358490566037735,0.25,0.3225806451612903,No,5k-10k,Si,Otro,Local,Familia,Casado,Ninguna,No,0.3,0.8,No,Sueldo,No,No,0.8,Deportes,0.09090909090909091,Prestigio,No,Si
467,Masculino,0.4444444444444444,Rural,Privada,0.6481481481481481,Ciencias Sociales,0.7857142857142857,0.3018867924528302,0.7166666666666667,0.3225806451612903,Si,5k-10k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,Si,0.4,0.4,Si,Sueldo,Si,Si,0.4,Arte,0.36363636363636365,Cercanía,No,No
468,Femenino,0.1111111111111111,Rural,Privada,0.7037037037037037,Humanidades,0.44642857142857145,0.5283018867924528,0.43333333333333335,0.5161290322580645,No,<5k,Si,Otro,Foraneo,Otros,Casado,Ninguna,No,0.5,0.6,No,Gusto Personal,No,No,0.6,Lectura,0.36363636363636365,Prestigio,Si,No
469,Masculino,0.3333333333333333,Rural,Privada,0.6481481481481481,Ciencias Sociales,0.5535714285714286,0.7358490566037735,0.16666666666666666,0.5483870967741935,No,5k-10k,Si,Otro,Foraneo,Otros,Soltero,Ninguna,Si,0.4,0.8,No,Amigos/Familia,Si,Si,0.8,Tecnología,0.5454545454545454,Prestigio,No,No
470,Femenino,0.1111111111111111,Rural,Privada,0.5555555555555556,Ciencias Sociales,0.44642857142857145,0.6415094339622641,0.2833333333333333,0.45161290322580644,Si,<5k,No,Otro,Foraneo,Amigos,Soltero,Cognitiva,Si,0.4,0.4,Si,Amigos/Familia,Si,Si,0.4,Deportes,0.45454545454545453,Cercanía,Si,No
471,Masculino,0.2222222222222222,Urbana,Privada,0.6111111111111112,Ciencias Sociales,0.4107142857142857,0.6415094339622641,0.6666666666666666,0.5161290322580645,Si,5k-10k,No,Otro,Foraneo,Otros,Soltero,Ninguna,No,0.3,0.8,No,Prestigio,No,Si,0.8,Lectura,0.7272727272727273,Vocación,Si,No
472,Masculino,0.2222222222222222,Urbana,Publica,0.25925925925925924,Ciencias Sociales,0.7142857142857143,0.5660377358490566,0.5333333333333333,0.6774193548387096,No,<5k,Si,Beca,Foraneo,Familia,Soltero,Ninguna,Si,0.4,0.6,Si,Gusto Personal,Si,Si,0.6,Tecnología,0.2727272727272727,Cercanía,Si,No
473,Masculino,0.4444444444444444,Urbana,Privada,0.3888888888888889,Ciencias Naturales,0.6785714285714286,0.7924528301886793,0.21666666666666667,0.3225806451612903,Si,<5k,Si,Padres,Local,Otros,Soltero,Ninguna,No,0.4,0.6,No,Gusto Personal,Si,Si,0.6,Deportes,0.45454545454545453,Influencia Familiar,Si,Si
474,Femenino,0.5555555555555556,Rural,Publica,0.6111111111111112,Humanidades,0.6607142857142857,0.5283018867924528,0.2,0.12903225806451613,No,<5k,Si,Beca,Local,Amigos,Soltero,Ninguna,No,0.5,0.6,No,Gusto Personal,No,No,0.6,Viajar,0.45454545454545453,Cercanía,No,No
475,Masculino,0.1111111111111111,Rural,Publica,0.35185185185185186,Ciencias Naturales,0.42857142857142855,0.6981132075471698,0.5166666666666667,0.5161290322580645,No,10k-20k,No,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,Si,0.3,0.8,No,Amigos/Familia,Si,No,0.8,Viajar,0.6363636363636364,Cercanía,No,No
476,Masculino,0.0,Rural,Privada,0.35185185185185186,Ciencias Naturales,0.6785714285714286,0.41509433962264153,0.8,0.6774193548387096,No,<5k,Si,Beca,Foraneo,Solo,Soltero,Ninguna,No,0.4,1.0,Si,Amigos/Familia,No,Si,1.0,Arte,0.45454545454545453,Influencia Familiar,Si,No
477,Femenino,0.2222222222222222,Rural,Privada,0.6481481481481481,Ciencias Sociales,0.6964285714285714,0.8679245283018868,0.5666666666666667,0.9354838709677419,No,>20k,Si,Beca,Foraneo,Solo,Soltero,Ninguna,Si,0.4,0.8,Si,Sueldo,Si,No,0.8,Arte,0.45454545454545453,Influencia Familiar,No,No
478,Femenino,0.1111111111111111,Urbana,Publica,0.5185185185185185,Ciencias Sociales,0.6785714285714286,0.660377358490566,0.7166666666666667,0.2903225806451613,No,<5k,Si,Beca,Foraneo,Otros,Soltero,Ninguna,No,0.3,0.4,Si,Gusto Personal,No,Si,0.4,Viajar,0.5454545454545454,Influencia Familiar,Si,Si
479,Masculino,0.0,Urbana,Privada,0.7407407407407407,Humanidades,0.9107142857142857,0.37735849056603776,0.6,0.5161290322580645,Si,10k-20k,Si,Padres,Local,Otros,Divorciado,Ninguna,Si,0.4,0.4,Si,Prestigio,No,No,0.4,Viajar,0.5454545454545454,Vocación,Si,Si
480,Femenino,0.2222222222222222,Urbana,Publica,0.2962962962962963,Humanidades,0.48214285714285715,1.0,0.4,0.45161290322580644,No,<5k,No,Trabajo Propio,Local,Familia,Soltero,Ninguna,Si,0.6,1.0,Si,Sueldo,Si,Si,1.0,Deportes,0.45454545454545453,Prestigio,No,No
481,Masculino,0.2222222222222222,Urbana,Publica,0.3333333333333333,Arte,0.8035714285714286,0.5283018867924528,0.7,0.25806451612903225,No,10k-20k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,Si,0.4,0.8,No,Sueldo,No,No,0.8,Viajar,0.5454545454545454,Prestigio,Si,Si
482,Masculino,0.0,Rural,Privada,0.5555555555555556,Ciencias Sociales,0.8035714285714286,0.5471698113207547,0.2833333333333333,0.1935483870967742,No,5k-10k,No,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,No,0.3,0.6,Si,Amigos/Familia,No,No,0.6,Lectura,0.5454545454545454,Cercanía,No,No
483,Masculino,0.3333333333333333,Rural,Publica,0.2222222222222222,Humanidades,0.6785714285714286,0.660377358490566,0.5,0.41935483870967744,No,<5k,No,Beca,Local,Solo,Soltero,Visual,Si,0.5,1.0,Si,Amigos/Familia,Si,No,1.0,Deportes,0.5454545454545454,Vocación,No,No
484,Masculino,0.3333333333333333,Urbana,Publica,0.2777777777777778,Arte,0.48214285714285715,0.39622641509433965,0.3,0.4838709677419355,No,5k-10k,No,Otro,Local,Familia,Soltero,Ninguna,Si,0.3,0.6,No,Demanda Laboral,No,No,0.6,Deportes,0.36363636363636365,Influencia Familiar,Si,No
485,Masculino,0.5555555555555556,Rural,Privada,0.5555555555555556,Humanidades,0.6071428571428571,0.5660377358490566,0.6333333333333333,0.3870967741935484,Si,>20k,Si,Trabajo Propio,Local,Solo,Soltero,Ninguna,No,0.3,0.6,No,Sueldo,No,Si,0.6,Deportes,0.36363636363636365,Vocación,No,No
486,Femenino,0.0,Urbana,Publica,0.6851851851851852,Ingenieria,0.7321428571428571,0.5283018867924528,0.65,0.6774193548387096,Si,<5k,Si,Beca,Local,Amigos,Soltero,Ninguna,Si,0.4,1.0,Si,Gusto Personal,No,No,1.0,Tecnología,0.45454545454545453,Vocación,Si,No
487,Masculino,0.3333333333333333,Rural,Privada,0.5,Ingenieria,0.6785714285714286,0.32075471698113206,0.65,0.25806451612903225,No,<5k,No,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,Si,0.4,0.8,Si,Prestigio,No,Si,0.8,Lectura,0.18181818181818182,Vocación,Si,No
488,Femenino,0.2222222222222222,Urbana,Publica,0.4074074074074074,Ciencias Naturales,0.7857142857142857,0.4716981132075472,0.45,0.45161290322580644,No,10k-20k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,No,0.3,0.6,No,Demanda Laboral,Si,No,0.6,Lectura,0.7272727272727273,Cercanía,Si,No
489,Masculino,0.0,Rural,Publica,0.6481481481481481,Humanidades,0.8392857142857143,0.2641509433962264,0.45,0.6129032258064516,No,<5k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,No,0.2,0.8,Si,Demanda Laboral,No,No,0.8,Arte,0.5454545454545454,Renta Económica,Si,No
490,Masculino,0.3333333333333333,Rural,Publica,0.5555555555555556,Humanidades,0.8035714285714286,0.5283018867924528,0.38333333333333336,0.4838709677419355,No,5k-10k,Si,Otro,Local,Otros,Soltero,Ninguna,No,0.5,0.6,No,Prestigio,No,Si,0.6,Tecnología,0.36363636363636365,Renta Económica,No,No
491,Femenino,0.0,Urbana,Privada,0.5925925925925926,Arte,0.9642857142857143,0.1509433962264151,0.48333333333333334,0.3548387096774194,No,<5k,Si,Otro,Foraneo,Solo,Soltero,Ninguna,Si,0.5,0.8,No,Sueldo,Si,Si,0.8,Tecnología,0.45454545454545453,Vocación,No,Si
492,Masculino,0.3333333333333333,Rural,Publica,0.37037037037037035,Ciencias Naturales,0.6607142857142857,0.6415094339622641,0.38333333333333336,0.16129032258064516,Si,>20k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,No,0.5,1.0,Si,Sueldo,Si,No,1.0,Viajar,0.45454545454545453,Cercanía,No,No
493,Masculino,0.3333333333333333,Urbana,Privada,0.5370370370370371,Humanidades,0.5892857142857143,0.7924528301886793,0.5,0.5483870967741935,Si,<5k,Si,Padres,Local,Solo,Soltero,Motriz,Si,0.1,0.6,Si,Amigos/Familia,No,No,0.6,Deportes,0.36363636363636365,Prestigio,No,No
494,Masculino,0.3333333333333333,Urbana,Publica,0.5,Ingenieria,0.32142857142857145,0.6037735849056604,0.35,0.5483870967741935,Si,5k-10k,Si,Otro,Foraneo,Otros,Soltero,Visual,Si,0.2,0.4,No,Amigos/Familia,No,No,0.4,Lectura,0.7272727272727273,Cercanía,No,No
495,Masculino,0.4444444444444444,Urbana,Publica,0.48148148148148145,Ciencias Naturales,0.6607142857142857,0.3584905660377358,0.9666666666666667,0.3225806451612903,Si,<5k,No,Beca,Local,Solo,Soltero,Ninguna,No,0.2,1.0,No,Sueldo,Si,Si,1.0,Lectura,0.6363636363636364,Cercanía,No,Si
496,Femenino,0.2222222222222222,Urbana,Privada,0.46296296296296297,Humanidades,0.4107142857142857,0.7358490566037735,0.5666666666666667,0.5483870967741935,Si,<5k,No,Otro,Local,Amigos,Soltero,Ninguna,Si,0.6,0.6,Si,Prestigio,No,No,0.6,Lectura,0.2727272727272727,Cercanía,No,No
497,Femenino,0.3333333333333333,Urbana,Privada,0.35185185185185186,Ciencias Naturales,0.7678571428571429,0.39622641509433965,0.25,0.7741935483870968,No,10k-20k,No,Otro,Local,Otros,Casado,Ninguna,No,0.2,0.8,No,Gusto Personal,No,Si,0.8,Viajar,0.36363636363636365,Prestigio,No,No
498,Femenino,0.4444444444444444,Urbana,Privada,0.5555555555555556,Humanidades,0.5714285714285714,0.6226415094339622,0.6166666666666667,0.5161290322580645,Si,5k-10k,Si,Padres,Local,Familia,Soltero,Ninguna,Si,0.3,0.6,No,Gusto Personal,No,Si,0.6,Lectura,0.5454545454545454,Prestigio,Si,No
499,Masculino,0.4444444444444444,Rural,Publica,0.14814814814814814,Ciencias Sociales,0.125,0.660377358490566,0.3,0.3225806451612903,No,<5k,Si,Trabajo Propio,Foraneo,Familia,Casado,Motriz,Si,0.5,0.4,No,Prestigio,No,Si,0.4,Lectura,0.6363636363636364,Prestigio,No,No
500,Masculino,0.3333333333333333,Urbana,Publica,0.5555555555555556,Ciencias Sociales,1.0,0.7547169811320755,0.5333333333333333,0.5806451612903226,No,<5k,No,Trabajo Propio,Local,Solo,Soltero,Ninguna,No,0.2,0.4,Si,Prestigio,Si,No,0.4,Tecnología,0.18181818181818182,Prestigio,No,No
501,Femenino,0.1111111111111111,Rural,Publica,0.2962962962962963,Ciencias Sociales,0.48214285714285715,0.5094339622641509,0.21666666666666667,0.3225806451612903,No,5k-10k,Si,Padres,Foraneo,Otros,Soltero,Ninguna,No,0.5,0.6,No,Sueldo,Si,No,0.6,Arte,0.36363636363636365,Prestigio,Si,Si
502,Masculino,0.2222222222222222,Urbana,Publica,0.6851851851851852,Ciencias Sociales,0.48214285714285715,0.32075471698113206,0.5833333333333334,0.5806451612903226,Si,<5k,Si,Beca,Foraneo,Solo,Casado,Ninguna,No,0.5,0.8,No,Amigos/Familia,Si,No,0.8,Viajar,0.5454545454545454,Influencia Familiar,No,No
503,Masculino,0.4444444444444444,Rural,Publica,0.5925925925925926,Humanidades,0.8392857142857143,0.7169811320754716,0.25,0.5483870967741935,No,>20k,Si,Beca,Local,Otros,Soltero,Ninguna,No,0.5,0.8,Si,Gusto Personal,No,Si,0.8,Tecnología,0.2727272727272727,Renta Económica,No,No
504,Masculino,0.1111111111111111,Rural,Privada,0.9629629629629629,Ciencias Naturales,1.0,0.3584905660377358,0.5833333333333334,0.7419354838709677,No,5k-10k,Si,Padres,Foraneo,Solo,Soltero,Motriz,No,0.5,1.0,No,Demanda Laboral,No,No,1.0,Tecnología,0.7272727272727273,Prestigio,Si,No
505,Masculino,0.1111111111111111,Urbana,Publica,0.5370370370370371,Ciencias Sociales,0.8392857142857143,0.5471698113207547,0.5166666666666667,0.5161290322580645,Si,5k-10k,No,Beca,Local,Solo,Soltero,Ninguna,Si,0.4,0.6,Si,Prestigio,Si,No,0.6,Arte,0.18181818181818182,Prestigio,Si,Si
506,Masculino,0.0,Rural,Publica,0.2777777777777778,Ciencias Naturales,0.8214285714285714,0.49056603773584906,0.65,0.6129032258064516,Si,5k-10k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,No,0.3,0.2,Si,Sueldo,No,No,0.2,Deportes,0.8181818181818182,Vocación,No,No
507,Femenino,0.5555555555555556,Rural,Privada,0.5555555555555556,Ingenieria,0.6428571428571429,0.5849056603773585,0.43333333333333335,0.8064516129032258,No,5k-10k,No,Otro,Foraneo,Solo,Divorciado,Ninguna,Si,0.4,0.4,No,Prestigio,No,Si,0.4,Tecnología,0.6363636363636364,Cercanía,No,No
508,Femenino,0.5555555555555556,Urbana,Privada,0.24074074074074073,Ingenieria,0.44642857142857145,0.7358490566037735,0.4166666666666667,0.7096774193548387,Si,5k-10k,No,Otro,Foraneo,Otros,Soltero,Ninguna,No,0.3,0.8,Si,Amigos/Familia,Si,No,0.8,Deportes,0.36363636363636365,Prestigio,Si,Si
509,Masculino,0.2222222222222222,Rural,Publica,0.5925925925925926,Ingenieria,0.6428571428571429,0.660377358490566,0.2833333333333333,0.6129032258064516,Si,>20k,Si,Beca,Local,Amigos,Casado,Ninguna,Si,0.4,0.4,No,Amigos/Familia,No,Si,0.4,Arte,0.45454545454545453,Vocación,Si,No
510,Masculino,0.1111111111111111,Urbana,Publica,0.8888888888888888,Ingenieria,0.7321428571428571,0.41509433962264153,0.55,0.25806451612903225,No,<5k,Si,Beca,Local,Familia,Soltero,Ninguna,Si,0.2,0.4,Si,Amigos/Familia,Si,Si,0.4,Arte,0.6363636363636364,Influencia Familiar,No,No
511,Masculino,0.3333333333333333,Rural,Privada,0.24074074074074073,Ciencias Naturales,0.30357142857142855,0.5094339622641509,0.31666666666666665,0.3225806451612903,Si,<5k,Si,Trabajo Propio,Local,Familia,Soltero,Ninguna,No,0.5,0.6,Si,Gusto Personal,Si,Si,0.6,Deportes,0.6363636363636364,Influencia Familiar,Si,No
512,Femenino,0.2222222222222222,Urbana,Publica,0.4074074074074074,Ingenieria,0.7857142857142857,0.37735849056603776,0.25,0.2903225806451613,Si,5k-10k,No,Padres,Foraneo,Otros,Soltero,Ninguna,No,0.3,0.4,No,Amigos/Familia,Si,No,0.4,Lectura,0.2727272727272727,Prestigio,No,Si
513,Masculino,0.0,Urbana,Privada,0.5185185185185185,Ciencias Naturales,0.75,0.24528301886792453,0.48333333333333334,0.5806451612903226,No,5k-10k,Si,Beca,Foraneo,Amigos,Soltero,Ninguna,No,0.6,0.8,Si,Amigos/Familia,Si,Si,0.8,Arte,0.45454545454545453,Renta Económica,No,No
514,Femenino,0.2222222222222222,Rural,Publica,0.46296296296296297,Arte,0.5714285714285714,0.33962264150943394,0.5166666666666667,0.8387096774193549,No,5k-10k,No,Otro,Local,Otros,Soltero,Ninguna,Si,0.3,0.8,No,Demanda Laboral,Si,No,0.8,Deportes,0.18181818181818182,Cercanía,No,Si
515,Masculino,0.3333333333333333,Rural,Publica,0.5740740740740741,Ciencias Sociales,0.7142857142857143,0.37735849056603776,0.23333333333333334,0.1935483870967742,Si,>20k,Si,Padres,Local,Solo,Soltero,Ninguna,Si,0.4,0.8,Si,Amigos/Familia,No,Si,0.8,Arte,0.7272727272727273,Vocación,Si,No
516,Femenino,0.2222222222222222,Rural,Publica,0.3333333333333333,Ciencias Naturales,0.8392857142857143,0.6226415094339622,0.7666666666666667,0.5806451612903226,Si,>20k,No,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,Si,0.6,0.6,Si,Sueldo,No,No,0.6,Lectura,0.36363636363636365,Renta Económica,Si,No
517,Femenino,0.2222222222222222,Rural,Privada,0.3888888888888889,Humanidades,0.5178571428571429,0.2641509433962264,0.3,0.25806451612903225,No,5k-10k,Si,Beca,Foraneo,Otros,Soltero,Ninguna,Si,0.6,1.0,Si,Prestigio,Si,Si,1.0,Tecnología,0.45454545454545453,Prestigio,No,No
518,Masculino,0.1111111111111111,Urbana,Privada,0.5370370370370371,Ingenieria,0.4642857142857143,0.22641509433962265,0.26666666666666666,0.45161290322580644,No,5k-10k,No,Padres,Local,Amigos,Soltero,Ninguna,Si,0.5,0.6,Si,Demanda Laboral,No,No,0.6,Lectura,0.36363636363636365,Influencia Familiar,Si,No
519,Masculino,0.2222222222222222,Urbana,Publica,0.37037037037037035,Arte,0.75,0.33962264150943394,0.85,0.3225806451612903,No,5k-10k,No,Padres,Foraneo,Solo,Soltero,Ninguna,No,0.6,0.6,Si,Sueldo,No,Si,0.6,Viajar,0.45454545454545453,Prestigio,No,No
520,Masculino,0.2222222222222222,Rural,Privada,0.5555555555555556,Ciencias Sociales,0.4642857142857143,0.24528301886792453,0.08333333333333333,0.3870967741935484,No,5k-10k,No,Trabajo Propio,Foraneo,Amigos,Soltero,Auditiva,No,0.4,0.6,Si,Amigos/Familia,No,Si,0.6,Tecnología,0.5454545454545454,Cercanía,No,Si
521,Femenino,0.1111111111111111,Rural,Privada,0.6111111111111112,Ciencias Sociales,0.5178571428571429,0.7735849056603774,0.5833333333333334,0.7096774193548387,No,<5k,Si,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,Si,0.6,1.0,No,Sueldo,Si,No,1.0,Deportes,0.2727272727272727,Renta Económica,Si,Si
522,Masculino,0.2222222222222222,Rural,Publica,0.018518518518518517,Ciencias Naturales,0.5892857142857143,0.24528301886792453,0.6833333333333333,0.2903225806451613,Si,10k-20k,No,Beca,Local,Familia,Soltero,Ninguna,No,0.3,0.4,No,Prestigio,No,Si,0.4,Lectura,0.2727272727272727,Prestigio,No,No
523,Masculino,0.4444444444444444,Urbana,Privada,0.5925925925925926,Ciencias Sociales,0.9642857142857143,0.4716981132075472,0.5333333333333333,0.5161290322580645,Si,5k-10k,Si,Trabajo Propio,Foraneo,Familia,Casado,Ninguna,Si,0.4,1.0,No,Prestigio,No,No,1.0,Arte,0.45454545454545453,Vocación,No,Si
524,Femenino,0.3333333333333333,Rural,Publica,0.4074074074074074,Humanidades,0.5178571428571429,0.5849056603773585,0.8833333333333333,0.5806451612903226,No,<5k,Si,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,No,0.3,0.2,No,Gusto Personal,Si,No,0.2,Arte,0.45454545454545453,Influencia Familiar,Si,No
525,Masculino,0.5555555555555556,Urbana,Publica,0.5925925925925926,Ciencias Sociales,0.6607142857142857,0.22641509433962265,0.23333333333333334,0.3870967741935484,No,<5k,No,Otro,Local,Otros,Casado,Ninguna,Si,0.3,0.6,Si,Gusto Personal,No,No,0.6,Viajar,0.45454545454545453,Prestigio,Si,No
