genero,edad,ubicacion,tipo_escuela,transporte_a_la_escuela,area_de_la_carrera,promedio_inicial,promedio_medio,promedio_final,horas_estudio_semanal,otra_carrera_previa,nivel_ingresos_rango,trabaja,apoyo_economico,foraneo_o_local,con_quien_vive,estado_civil,discapacidad,problemas_socioeconomicos,horas_sueño,nivel_estres_percibido,recibio_orientacion_vocacional,razon_principal_eleccion_carrera,problemas_familiares,problemas_psicologicos,nivel_de_satisfaccion,hobbies,amigos_cercanos,motivo_eleccion_carrera,expectativas_cumplidas,deserto
Masculino,24,Urbana,Publica,37,Ciencias Naturales,79,68,81,8,No,<5k,No,Otro,Local,Familia,Divorciado,Ninguna,Si,5,1,Si,Sueldo,Si,Si,3,Viajar,5,Influencia Familiar,No,No
Femenino,20,Urbana,Privada,27,Arte,64,73,82,15,No,<5k,Si,Padres,Local,Amigos,Soltero,Ninguna,No,7,2,No,Sueldo,No,Si,4,Tecnología,5,Influencia Familiar,No,No
Femenino,23,Rural,Publica,7,Arte,81,60,77,12,No,5k-10k,No,Otro,Local,Solo,Casado,Ninguna,Si,7,3,No,Prestigio,Si,No,3,Arte,3,Cercanía,No,Si
Femenino,21,Urbana,Privada,41,Ciencias Sociales,66,68,78,18,Si,10k-20k,Si,Beca,Foraneo,Solo,Casado,Ninguna,No,7,2,No,Gusto Personal,Si,No,4,Arte,3,Vocación,Si,No
Masculino,20,Urbana,Privada,18,Humanidades,65,70,65,11,No,5k-10k,No,Trabajo Propio,Local,Solo,Soltero,Ninguna,No,4,3,Si,Amigos/Familia,No,No,4,Lectura,2,Prestigio,No,No
Femenino,21,Rural,Publica,35,Ciencias Sociales,86,85,51,21,No,10k-20k,Si,Padres,Local,Solo,Casado,Ninguna,Si,8,1,No,Sueldo,No,No,2,Arte,6,Cercanía,Si,No
Masculino,22,Rural,Publica,23,Ingenieria,65,98,89,21,Si,10k-20k,No,Padres,Foraneo,Solo,Soltero,Ninguna,No,5,2,Si,Amigos/Familia,Si,No,3,Deportes,6,Cercanía,No,No
Masculino,21,Urbana,Publica,26,Humanidades,83,89,71,11,Si,<5k,No,Padres,Foraneo,Amigos,Casado,Ninguna,Si,7,2,Si,Amigos/Familia,No,No,3,Viajar,0,Renta Económica,Si,No
Masculino,22,Urbana,Privada,39,Ciencias Naturales,86,65,74,12,No,10k-20k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,No,7,2,Si,Prestigio,No,No,4,Deportes,0,Vocación,No,Si
Masculino,20,Urbana,Publica,40,Arte,85,86,73,27,Si,5k-10k,Si,Beca,Foraneo,Otros,Divorciado,Ninguna,No,8,2,No,Amigos/Familia,No,Si,4,Lectura,6,Influencia Familiar,Si,No
Femenino,18,Rural,Privada,13,Ciencias Sociales,81,75,72,18,Si,<5k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,Si,6,3,No,Prestigio,Si,Si,3,Tecnología,3,Renta Económica,Si,No
Masculino,18,Rural,Privada,33,Humanidades,77,77,74,20,Si,<5k,No,Trabajo Propio,Local,Familia,Casado,Ninguna,Si,3,3,No,Prestigio,Si,No,4,Arte,3,Cercanía,No,No
Femenino,18,Rural,Publica,8,Arte,76,73,65,18,Si,<5k,Si,Otro,Local,Solo,Soltero,Ninguna,No,7,4,No,Gusto Personal,No,Si,3,Tecnología,7,Cercanía,No,No
Masculino,21,Rural,Publica,35,Ciencias Sociales,81,81,72,9,Si,<5k,Si,Otro,Local,Otros,Soltero,Ninguna,Si,5,2,No,Gusto Personal,Si,Si,5,Deportes,2,Vocación,No,No
Femenino,20,Urbana,Publica,16,Humanidades,71,75,83,9,No,10k-20k,Si,Otro,Local,Solo,Soltero,Ninguna,No,4,2,No,Prestigio,No,No,3,Lectura,7,Cercanía,No,No
Masculino,20,Urbana,Publica,9,Ciencias Naturales,80,66,83,16,No,<5k,No,Otro,Local,Amigos,Soltero,Ninguna,No,7,4,Si,Prestigio,Si,No,4,Arte,5,Cercanía,No,No
Femenino,23,Rural,Privada,40,Ciencias Sociales,55,81,64,12,No,10k-20k,No,Beca,Local,Solo,Soltero,Ninguna,No,6,3,No,Demanda Laboral,Si,Si,4,Tecnología,6,Vocación,Si,No
Masculino,21,Rural,Privada,20,Humanidades,79,59,84,4,Si,10k-20k,No,Beca,Foraneo,Otros,Soltero,Ninguna,Si,7,3,Si,Sueldo,Si,No,2,Deportes,6,Vocación,No,No
Femenino,22,Rural,Privada,52,Arte,70,75,72,13,No,<5k,Si,Beca,Local,Amigos,Soltero,Ninguna,Si,9,4,No,Gusto Personal,Si,Si,3,Lectura,4,Renta Económica,Si,No
Femenino,21,Rural,Publica,30,Ciencias Naturales,58,83,72,20,No,<5k,Si,Padres,Foraneo,Amigos,Soltero,Ninguna,No,8,3,Si,Prestigio,No,No,3,Lectura,5,Vocación,Si,No
Femenino,21,Rural,Privada,47,Ciencias Sociales,100,78,71,4,Si,5k-10k,No,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,Si,7,2,Si,Sueldo,No,Si,4,Deportes,4,Prestigio,No,Si
Femenino,21,Rural,Privada,23,Ciencias Sociales,80,89,76,14,No,<5k,No,Beca,Foraneo,Otros,Soltero,Ninguna,Si,6,3,Si,Gusto Personal,Si,No,5,Tecnología,6,Cercanía,No,No
Masculino,21,Rural,Privada,37,Humanidades,75,70,66,11,Si,<5k,No,Padres,Local,Familia,Casado,Ninguna,No,3,2,No,Amigos/Familia,Si,No,4,Tecnología,3,Vocación,No,Si
Femenino,21,Rural,Publica,34,Humanidades,80,63,65,19,Si,5k-10k,Si,Otro,Local,Solo,Soltero,Ninguna,Si,6,1,Si,Sueldo,Si,Si,4,Deportes,2,Vocación,Si,No
Femenino,23,Rural,Privada,44,Ciencias Sociales,80,91,72,17,Si,>20k,No,Padres,Foraneo,Solo,Soltero,Ninguna,Si,6,1,No,Gusto Personal,No,Si,4,Tecnología,3,Renta Económica,No,No
Masculino,21,Urbana,Privada,47,Ciencias Naturales,65,77,73,18,Si,5k-10k,No,Padres,Local,Solo,Soltero,Ninguna,No,5,4,Si,Gusto Personal,No,No,5,Arte,1,Cercanía,No,No
Femenino,25,Rural,Publica,22,Ciencias Sociales,86,78,56,13,Si,5k-10k,Si,Padres,Foraneo,Amigos,Casado,Ninguna,No,4,4,Si,Gusto Personal,Si,No,3,Viajar,5,Prestigio,No,No
Masculino,23,Rural,Publica,30,Humanidades,90,86,60,21,Si,<5k,No,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,Si,5,2,Si,Sueldo,Si,No,4,Deportes,8,Influencia Familiar,Si,No
Masculino,20,Urbana,Publica,45,Ciencias Sociales,88,63,78,14,No,10k-20k,Si,Otro,Local,Solo,Soltero,Ninguna,No,4,3,No,Gusto Personal,No,Si,2,Lectura,8,Renta Económica,No,Si
Masculino,22,Urbana,Privada,48,Ingenieria,82,73,52,21,No,5k-10k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,No,7,1,No,Sueldo,No,Si,3,Arte,4,Influencia Familiar,Si,No
Femenino,20,Urbana,Publica,28,Ciencias Naturales,78,90,58,17,No,5k-10k,No,Trabajo Propio,Foraneo,Familia,Casado,Ninguna,Si,6,2,Si,Gusto Personal,Si,Si,2,Lectura,6,Prestigio,Si,No
Masculino,21,Urbana,Publica,17,Ciencias Naturales,56,72,63,11,Si,<5k,Si,Otro,Local,Otros,Soltero,Visual,No,8,1,No,Prestigio,No,Si,4,Tecnología,4,Vocación,Si,Si
Masculino,19,Rural,Publica,44,Ingenieria,69,79,66,18,No,5k-10k,Si,Padres,Local,Otros,Soltero,Ninguna,Si,6,2,Si,Sueldo,No,Si,3,Lectura,5,Cercanía,No,No
Masculino,19,Urbana,Publica,29,Ciencias Naturales,80,79,54,14,No,10k-20k,No,Otro,Local,Solo,Soltero,Ninguna,No,6,2,Si,Demanda Laboral,No,Si,3,Arte,6,Cercanía,No,No
Femenino,21,Urbana,Publica,29,Ciencias Naturales,89,73,60,9,No,>20k,Si,Padres,Foraneo,Amigos,Casado,Ninguna,No,5,4,Si,Gusto Personal,No,Si,3,Arte,0,Prestigio,Si,No
Masculino,23,Urbana,Publica,25,Arte,72,72,66,15,No,<5k,No,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,Si,7,3,Si,Demanda Laboral,Si,No,4,Viajar,7,Prestigio,Si,Si
Masculino,21,Rural,Privada,43,Humanidades,61,83,67,18,Si,5k-10k,No,Otro,Local,Familia,Soltero,Ninguna,Si,6,1,Si,Sueldo,No,No,4,Viajar,5,Prestigio,No,No
Femenino,21,Urbana,Publica,29,Humanidades,90,72,86,21,No,5k-10k,No,Trabajo Propio,Local,Familia,Soltero,Ninguna,Si,8,3,No,Demanda Laboral,Si,No,3,Viajar,5,Cercanía,No,No
Masculino,21,Rural,Publica,17,Ciencias Sociales,100,81,79,16,Si,<5k,No,Beca,Foraneo,Otros,Soltero,Ninguna,Si,6,3,Si,Sueldo,Si,Si,1,Deportes,4,Cercanía,Si,No
Femenino,19,Rural,Publica,23,Ciencias Naturales,85,86,83,19,No,5k-10k,No,Padres,Foraneo,Familia,Soltero,Ninguna,No,8,3,No,Amigos/Familia,No,No,4,Arte,4,Cercanía,No,No
Masculino,20,Rural,Publica,29,Ciencias Sociales,87,73,79,10,No,>20k,No,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,No,2,3,Si,Sueldo,Si,No,3,Lectura,3,Prestigio,No,No
Femenino,20,Urbana,Privada,41,Ciencias Naturales,100,61,72,10,No,<5k,Si,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,Si,4,3,Si,Amigos/Familia,Si,Si,3,Deportes,9,Renta Económica,Si,No
Femenino,19,Urbana,Privada,10,Ciencias Naturales,81,82,84,16,No,10k-20k,No,Beca,Foraneo,Amigos,Soltero,Cognitiva,Si,9,2,Si,Prestigio,Si,No,5,Lectura,7,Renta Económica,No,No
Masculino,20,Urbana,Privada,32,Ciencias Sociales,100,67,73,12,Si,10k-20k,Si,Padres,Foraneo,Solo,Casado,Ninguna,No,5,2,No,Amigos/Familia,No,No,4,Tecnología,2,Influencia Familiar,Si,Si
Femenino,18,Rural,Privada,33,Ingenieria,85,78,68,17,No,5k-10k,No,Otro,Local,Otros,Soltero,Motriz,Si,5,2,No,Prestigio,Si,No,3,Deportes,5,Renta Económica,No,No
Femenino,18,Rural,Privada,27,Ingenieria,71,64,49,17,Si,<5k,Si,Otro,Local,Familia,Soltero,Ninguna,Si,7,1,No,Amigos/Familia,Si,Si,2,Lectura,4,Vocación,Si,No
Femenino,19,Rural,Publica,42,Ciencias Sociales,80,82,74,16,Si,<5k,No,Beca,Foraneo,Amigos,Soltero,Ninguna,Si,4,3,No,Sueldo,No,No,5,Tecnología,5,Vocación,No,Si
Masculino,22,Urbana,Privada,16,Arte,75,72,77,8,Si,5k-10k,Si,Padres,Local,Solo,Soltero,Motriz,No,6,2,Si,Demanda Laboral,Si,Si,3,Tecnología,5,Vocación,No,No
Femenino,21,Rural,Privada,23,Ingenieria,99,88,71,18,No,<5k,No,Otro,Local,Familia,Divorciado,Ninguna,Si,3,2,Si,Demanda Laboral,Si,Si,3,Lectura,5,Vocación,No,No
Femenino,23,Urbana,Privada,29,Ciencias Naturales,70,65,77,12,Si,>20k,Si,Otro,Foraneo,Otros,Soltero,Ninguna,Si,6,1,Si,Prestigio,No,Si,4,Tecnología,8,Cercanía,Si,No
Masculino,20,Urbana,Publica,26,Arte,83,83,79,19,Si,10k-20k,Si,Padres,Foraneo,Amigos,Soltero,Ninguna,No,8,1,No,Demanda Laboral,No,No,4,Viajar,4,Prestigio,No,No
Femenino,21,Urbana,Publica,28,Ciencias Sociales,76,62,51,13,Si,<5k,No,Otro,Foraneo,Familia,Soltero,Ninguna,No,6,3,Si,Amigos/Familia,Si,No,4,Tecnología,5,Cercanía,Si,Si
Masculino,19,Rural,Publica,32,Ingenieria,81,60,78,9,No,>20k,No,Trabajo Propio,Local,Solo,Soltero,Ninguna,Si,5,4,Si,Amigos/Familia,Si,Si,3,Viajar,3,Vocación,No,No
Masculino,18,Rural,Publica,22,Ciencias Naturales,80,69,68,7,Si,>20k,No,Padres,Local,Amigos,Soltero,Ninguna,Si,8,3,No,Demanda Laboral,No,No,4,Viajar,3,Renta Económica,Si,No
Femenino,22,Rural,Privada,41,Arte,86,78,51,7,Si,5k-10k,No,Otro,Local,Otros,Soltero,Ninguna,No,5,3,Si,Amigos/Familia,No,Si,4,Tecnología,4,Cercanía,Si,Si
Masculino,21,Urbana,Publica,39,Humanidades,77,67,68,17,No,10k-20k,No,Beca,Local,Solo,Soltero,Ninguna,Si,6,4,Si,Gusto Personal,No,Si,3,Viajar,4,Prestigio,No,Si
Femenino,20,Rural,Publica,32,Ingenieria,82,76,71,16,No,10k-20k,No,Beca,Foraneo,Familia,Soltero,Ninguna,Si,6,1,No,Demanda Laboral,Si,No,4,Viajar,4,Renta Económica,Si,No
Femenino,21,Rural,Publica,27,Ingenieria,81,77,84,12,No,5k-10k,Si,Otro,Local,Otros,Soltero,Ninguna,No,10,3,No,Amigos/Familia,No,No,5,Viajar,4,Vocación,No,No
Masculino,24,Urbana,Publica,31,Ciencias Sociales,62,71,66,26,No,<5k,No,Trabajo Propio,Local,Familia,Soltero,Auditiva,Si,5,2,No,Demanda Laboral,Si,Si,3,Lectura,5,Influencia Familiar,Si,No
Femenino,18,Rural,Privada,29,Ingenieria,67,71,75,9,Si,<5k,No,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,No,6,1,No,Demanda Laboral,Si,Si,2,Lectura,3,Cercanía,Si,No
Masculino,22,Rural,Publica,22,Arte,88,71,89,19,No,>20k,No,Padres,Local,Familia,Soltero,Motriz,No,6,2,Si,Prestigio,No,No,2,Arte,5,Prestigio,Si,Si
Femenino,22,Urbana,Privada,18,Ciencias Naturales,74,86,86,25,No,<5k,No,Padres,Foraneo,Solo,Soltero,Ninguna,No,7,2,No,Prestigio,No,Si,1,Tecnología,3,Prestigio,Si,No
Masculino,21,Rural,Publica,18,Ciencias Naturales,80,74,72,23,No,5k-10k,Si,Beca,Local,Otros,Soltero,Ninguna,Si,5,2,No,Amigos/Familia,No,Si,4,Deportes,7,Influencia Familiar,Si,No
Femenino,23,Rural,Publica,27,Ciencias Naturales,77,80,72,10,Si,10k-20k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,Si,8,1,Si,Amigos/Familia,No,No,4,Lectura,6,Cercanía,Si,No
Masculino,19,Rural,Privada,27,Arte,84,77,69,22,Si,5k-10k,Si,Otro,Local,Otros,Soltero,Ninguna,No,5,3,No,Gusto Personal,No,No,2,Tecnología,7,Influencia Familiar,Si,No
Femenino,18,Urbana,Publica,18,Ciencias Sociales,81,71,70,15,Si,<5k,No,Padres,Foraneo,Familia,Casado,Ninguna,Si,7,3,No,Prestigio,No,No,3,Arte,4,Vocación,No,No
Masculino,22,Rural,Publica,26,Ciencias Naturales,87,82,79,16,No,<5k,Si,Otro,Foraneo,Familia,Soltero,Ninguna,No,4,2,No,Sueldo,Si,Si,2,Tecnología,4,Influencia Familiar,Si,No
Femenino,20,Rural,Publica,22,Ingenieria,90,79,75,14,No,5k-10k,No,Padres,Local,Familia,Casado,Ninguna,No,12,1,No,Sueldo,No,Si,2,Arte,4,Vocación,No,No
Femenino,20,Rural,Privada,36,Ingenieria,96,74,64,6,No,10k-20k,No,Padres,Local,Familia,Soltero,Ninguna,No,8,2,No,Sueldo,Si,No,3,Arte,0,Cercanía,Si,Si
Femenino,19,Urbana,Publica,24,Ciencias Sociales,90,67,69,8,No,<5k,No,Otro,Local,Familia,Soltero,Ninguna,No,6,1,Si,Demanda Laboral,No,Si,3,Lectura,5,Influencia Familiar,No,Si
Femenino,23,Urbana,Publica,15,Ciencias Sociales,86,72,64,12,No,5k-10k,Si,Beca,Local,Familia,Soltero,Ninguna,No,6,3,No,Demanda Laboral,Si,No,2,Deportes,4,Renta Económica,Si,Si
Femenino,18,Rural,Publica,42,Humanidades,72,70,76,10,No,5k-10k,No,Otro,Foraneo,Otros,Casado,Ninguna,No,7,2,No,Amigos/Familia,Si,No,4,Viajar,5,Cercanía,No,Si
Femenino,21,Urbana,Publica,39,Ciencias Naturales,61,83,72,16,Si,<5k,Si,Otro,Local,Solo,Soltero,Ninguna,Si,8,2,No,Sueldo,Si,Si,3,Viajar,4,Cercanía,Si,No
Masculino,22,Urbana,Privada,35,Ciencias Sociales,100,70,98,20,Si,>20k,Si,Trabajo Propio,Foraneo,Otros,Casado,Ninguna,Si,7,3,Si,Prestigio,Si,Si,3,Lectura,2,Influencia Familiar,Si,Si
Femenino,22,Urbana,Publica,21,Ingenieria,71,82,68,16,No,<5k,Si,Padres,Local,Amigos,Divorciado,Ninguna,Si,5,3,Si,Sueldo,Si,Si,4,Viajar,6,Influencia Familiar,No,No
Femenino,20,Rural,Publica,16,Humanidades,96,69,62,17,Si,10k-20k,Si,Padres,Local,Amigos,Soltero,Ninguna,No,10,1,Si,Sueldo,No,No,4,Arte,5,Cercanía,Si,No
Masculino,21,Urbana,Publica,33,Humanidades,81,73,62,18,No,10k-20k,Si,Beca,Local,Otros,Soltero,Ninguna,No,4,2,Si,Sueldo,Si,Si,2,Tecnología,6,Influencia Familiar,No,No
Femenino,22,Urbana,Publica,21,Ciencias Naturales,85,84,76,15,Si,<5k,No,Padres,Local,Otros,Casado,Ninguna,No,8,2,No,Demanda Laboral,No,No,4,Arte,6,Renta Económica,No,No
Masculino,23,Rural,Privada,40,Humanidades,80,84,71,25,Si,<5k,No,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,Si,6,3,No,Sueldo,No,No,4,Lectura,3,Vocación,No,No
Femenino,21,Urbana,Publica,25,Humanidades,75,87,81,11,Si,<5k,No,Beca,Foraneo,Amigos,Casado,Ninguna,Si,5,5,No,Demanda Laboral,Si,No,4,Lectura,6,Influencia Familiar,No,Si
Masculino,22,Urbana,Privada,37,Ingenieria,78,70,73,17,Si,<5k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,Si,5,2,No,Sueldo,Si,Si,4,Viajar,4,Influencia Familiar,No,No
Masculino,18,Urbana,Publica,40,Ciencias Naturales,71,94,56,11,No,<5k,No,Trabajo Propio,Local,Familia,Soltero,Ninguna,No,7,1,Si,Prestigio,No,No,4,Deportes,4,Cercanía,No,Si
Femenino,22,Urbana,Privada,13,Humanidades,70,88,84,18,Si,5k-10k,No,Beca,Local,Amigos,Soltero,Ninguna,Si,6,3,No,Amigos/Familia,Si,Si,3,Deportes,4,Prestigio,No,No
Femenino,18,Urbana,Publica,15,Arte,97,83,75,14,Si,<5k,No,Otro,Local,Amigos,Soltero,Visual,Si,4,2,No,Prestigio,No,Si,4,Lectura,7,Vocación,Si,No
Masculino,18,Rural,Publica,22,Ciencias Naturales,78,59,64,14,No,<5k,Si,Beca,Foraneo,Familia,Soltero,Ninguna,Si,6,2,Si,Amigos/Familia,Si,Si,4,Viajar,6,Influencia Familiar,No,Si
Masculino,22,Urbana,Publica,32,Ciencias Naturales,79,76,79,17,Si,10k-20k,No,Padres,Foraneo,Familia,Soltero,Ninguna,No,6,1,No,Demanda Laboral,Si,No,1,Tecnología,1,Renta Económica,No,No
Femenino,18,Urbana,Privada,27,Ciencias Sociales,71,81,70,13,No,<5k,Si,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,Si,6,2,No,Gusto Personal,Si,No,2,Arte,2,Cercanía,Si,Si
Femenino,21,Rural,Publica,44,Arte,87,86,72,9,No,5k-10k,Si,Otro,Foraneo,Familia,Soltero,Ninguna,Si,5,0,Si,Prestigio,Si,No,1,Lectura,3,Cercanía,No,Si
Masculino,23,Rural,Publica,30,Ingenieria,91,75,61,16,Si,10k-20k,Si,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,No,6,3,Si,Sueldo,Si,Si,5,Deportes,5,Prestigio,No,Si
Femenino,22,Urbana,Privada,28,Ciencias Sociales,65,78,65,20,No,5k-10k,No,Otro,Foraneo,Familia,Soltero,Ninguna,Si,8,2,No,Gusto Personal,Si,No,4,Tecnología,4,Prestigio,Si,No
Femenino,22,Urbana,Privada,20,Arte,85,71,67,17,Si,<5k,No,Beca,Local,Amigos,Soltero,Ninguna,No,4,2,Si,Prestigio,No,No,3,Lectura,8,Influencia Familiar,Si,No
Masculino,19,Rural,Privada,21,Ciencias Naturales,94,78,71,12,Si,5k-10k,Si,Otro,Local,Solo,Soltero,Ninguna,Si,8,2,Si,Amigos/Familia,No,Si,4,Arte,5,Prestigio,Si,Si
Masculino,21,Urbana,Publica,35,Ciencias Naturales,85,78,74,16,Si,10k-20k,No,Beca,Local,Familia,Soltero,Ninguna,No,6,1,Si,Gusto Personal,Si,No,3,Arte,4,Cercanía,No,No
Femenino,20,Rural,Privada,41,Ciencias Sociales,69,69,81,24,No,<5k,No,Padres,Foraneo,Otros,Casado,Ninguna,Si,5,2,Si,Demanda Laboral,No,No,4,Arte,3,Renta Económica,No,No
Masculino,20,Urbana,Publica,40,Ciencias Sociales,87,76,54,17,Si,<5k,Si,Trabajo Propio,Foraneo,Otros,Casado,Ninguna,No,7,2,No,Gusto Personal,Si,No,4,Deportes,5,Vocación,No,No
Femenino,22,Rural,Privada,16,Humanidades,63,83,87,11,Si,10k-20k,Si,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,Si,8,2,No,Gusto Personal,No,Si,2,Arte,4,Renta Económica,Si,No
Femenino,21,Urbana,Publica,22,Ciencias Sociales,100,62,69,10,No,10k-20k,No,Padres,Local,Familia,Divorciado,Ninguna,No,8,3,Si,Demanda Laboral,No,Si,3,Viajar,4,Vocación,No,Si
Femenino,19,Rural,Privada,38,Humanidades,85,86,61,17,No,>20k,Si,Beca,Local,Solo,Soltero,Ninguna,No,6,2,Si,Demanda Laboral,No,No,3,Viajar,5,Cercanía,Si,Si
Masculino,18,Urbana,Privada,46,Ciencias Sociales,73,70,71,8,Si,>20k,Si,Beca,Foraneo,Otros,Soltero,Ninguna,Si,5,3,Si,Gusto Personal,Si,No,5,Viajar,4,Influencia Familiar,No,No
Femenino,18,Urbana,Publica,27,Ciencias Sociales,84,79,69,19,Si,5k-10k,Si,Trabajo Propio,Local,Amigos,Soltero,Ninguna,Si,7,3,No,Prestigio,Si,No,4,Tecnología,2,Cercanía,No,No
Femenino,18,Urbana,Privada,13,Humanidades,85,85,63,13,No,<5k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,No,5,2,Si,Sueldo,Si,No,3,Arte,4,Renta Económica,Si,No
Femenino,18,Rural,Publica,49,Arte,80,86,53,18,No,10k-20k,No,Trabajo Propio,Local,Familia,Soltero,Ninguna,No,5,2,No,Gusto Personal,Si,Si,2,Viajar,4,Prestigio,Si,Si
Masculino,20,Urbana,Publica,36,Ciencias Naturales,87,72,54,17,No,10k-20k,No,Beca,Foraneo,Otros,Casado,Ninguna,No,6,4,No,Sueldo,Si,Si,4,Viajar,5,Prestigio,Si,No
Masculino,20,Urbana,Privada,21,Ingenieria,100,69,62,8,Si,<5k,Si,Beca,Foraneo,Amigos,Soltero,Ninguna,Si,5,3,No,Sueldo,No,Si,5,Tecnología,5,Influencia Familiar,Si,No
Masculino,19,Rural,Privada,23,Arte,82,53,61,10,Si,5k-10k,No,Otro,Local,Solo,Divorciado,Ninguna,No,6,2,Si,Gusto Personal,Si,No,2,Lectura,2,Prestigio,Si,No
Femenino,20,Urbana,Privada,26,Arte,81,72,64,23,Si,5k-10k,No,Otro,Foraneo,Amigos,Casado,Ninguna,No,7,1,No,Demanda Laboral,No,Si,5,Deportes,3,Prestigio,Si,No
Masculino,22,Urbana,Privada,46,Arte,66,80,72,17,No,5k-10k,No,Trabajo Propio,Local,Amigos,Soltero,Visual,Si,7,3,Si,Demanda Laboral,Si,Si,4,Deportes,2,Renta Económica,No,Si
Masculino,21,Urbana,Publica,45,Ciencias Naturales,81,87,67,10,Si,10k-20k,No,Beca,Foraneo,Familia,Soltero,Ninguna,No,6,3,No,Amigos/Familia,Si,Si,2,Viajar,7,Vocación,Si,No
Masculino,21,Urbana,Privada,34,Ciencias Naturales,84,60,71,18,No,5k-10k,No,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,Si,5,2,No,Prestigio,Si,No,3,Lectura,6,Vocación,No,Si
Femenino,21,Rural,Publica,38,Arte,79,55,71,7,No,10k-20k,No,Beca,Local,Solo,Soltero,Ninguna,Si,5,3,No,Sueldo,No,No,3,Arte,6,Prestigio,No,Si
Femenino,19,Rural,Privada,29,Ingenieria,78,75,64,15,Si,5k-10k,No,Otro,Local,Otros,Soltero,Ninguna,Si,7,2,Si,Amigos/Familia,No,Si,3,Arte,4,Renta Económica,Si,No
Femenino,22,Rural,Privada,24,Ingenieria,78,77,83,10,No,5k-10k,Si,Otro,Local,Amigos,Soltero,Ninguna,Si,5,4,No,Amigos/Familia,Si,No,3,Arte,4,Prestigio,Si,No
Femenino,24,Urbana,Publica,27,Ciencias Naturales,82,71,99,15,Si,<5k,Si,Padres,Foraneo,Solo,Divorciado,Ninguna,No,5,3,No,Amigos/Familia,Si,Si,3,Deportes,4,Prestigio,No,Si
Femenino,19,Rural,Publica,21,Arte,74,78,84,18,Si,>20k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,No,4,2,No,Prestigio,No,No,4,Tecnología,8,Renta Económica,No,No
Masculino,20,Rural,Privada,52,Ciencias Naturales,76,93,68,19,No,5k-10k,Si,Padres,Foraneo,Amigos,Soltero,Ninguna,Si,6,3,Si,Demanda Laboral,Si,No,4,Deportes,6,Vocación,Si,Si
Femenino,19,Urbana,Publica,28,Ciencias Naturales,86,77,68,17,Si,5k-10k,Si,Trabajo Propio,Local,Familia,Soltero,Ninguna,Si,5,4,Si,Amigos/Familia,No,No,4,Tecnología,6,Influencia Familiar,No,Si
Masculino,20,Rural,Publica,28,Ciencias Naturales,73,75,59,9,No,10k-20k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,No,9,1,No,Sueldo,No,Si,3,Viajar,1,Cercanía,Si,Si
Masculino,20,Urbana,Publica,28,Arte,69,62,67,20,Si,5k-10k,Si,Beca,Local,Familia,Soltero,Ninguna,Si,6,1,Si,Amigos/Familia,No,Si,3,Arte,6,Renta Económica,No,No
Femenino,21,Rural,Publica,30,Ciencias Naturales,72,73,72,7,Si,>20k,No,Padres,Foraneo,Otros,Soltero,Ninguna,No,5,2,Si,Demanda Laboral,Si,Si,3,Viajar,3,Vocación,Si,No
Femenino,20,Rural,Publica,23,Humanidades,84,73,82,15,No,<5k,Si,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,No,4,2,Si,Demanda Laboral,No,Si,2,Tecnología,5,Prestigio,No,No
Femenino,20,Rural,Publica,22,Ciencias Naturales,66,89,73,19,Si,<5k,Si,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,No,6,3,No,Sueldo,Si,Si,1,Tecnología,5,Vocación,Si,No
Femenino,19,Rural,Privada,30,Humanidades,64,71,76,16,No,5k-10k,Si,Padres,Local,Solo,Soltero,Ninguna,No,7,1,No,Prestigio,Si,Si,3,Deportes,4,Vocación,Si,Si
Masculino,19,Rural,Publica,42,Ciencias Naturales,76,47,59,20,No,<5k,No,Padres,Foraneo,Otros,Soltero,Visual,Si,5,2,Si,Gusto Personal,Si,No,4,Lectura,7,Vocación,Si,No
Femenino,22,Urbana,Publica,31,Arte,59,91,72,9,Si,>20k,No,Padres,Local,Solo,Soltero,Auditiva,Si,6,1,No,Gusto Personal,Si,Si,2,Tecnología,9,Vocación,Si,Si
Femenino,21,Urbana,Publica,26,Humanidades,89,59,79,18,No,5k-10k,No,Padres,Local,Familia,Casado,Ninguna,No,8,0,Si,Sueldo,Si,Si,4,Deportes,6,Vocación,No,No
